,custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,avg_price_last_12_month,trans_top_time_last_1_month,trans_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_city,second_city,third_city,foreign_city,other_city
1210,1097440,0.06,0.94,100,0.75,1,0.127,39,33,2,9600,0,17,37600,54,0.65,13910,8,1410,710,1,39,0,1,4,4,0,690,3,0,690,1550,0,582,94,623,77,7,2,4,7,0,2,4,593,80,7,5,0,6,2,4,0,0,4,5,2,0,0,358,2400,77,4,4,4400,2100,6300,83,2,3,11400,7500,49,125,1,0,0,0,0
1211,2299656,0.02,0.92,200,1.22,0.92,0.26,44,29,3,9550,0,12,82710,88,0.2,19390,6,1040,770,4,29,0,1,7,7,40,6810,6,0,690,12200,0,474,86,625,79,7,4,3,11,0,4,9,590,75,10,10,0,5,3,2,0,0,4,16,0,0,0,287,2600,75,2,2,2800,1650,6500,75,3,3,12000,6033,32,140,1,0,0,0,0
1212,1147618,0.01,0.87,12000,1.35,0.69,0.561,12,9,2,65630,0,20,510010,260,0.1,66970,7,54790,1670,9,12,2,1,9,9,289259,12220,8,0,420,28510,0,946,82,540,76,10,6,3,12,0,6,7,502,74,52,47,1,17,3,14,0,0,16,52,14,1,0,358,2600,73,14,14,5100,2100,5200,74,3,3,13800,7000,39,112,1,0,0,0,0
1213,567163,0.01,0.99,3000,1.01,1,0.138,70,39,2,8000,0,16,22600,56,0.35,8600,7,3090,900,7,60,1,1,1,1,533,1660,2,0,0,2180,0,547,87,620,76,1,1,0,1,1,1,1,588,76,7,7,0,1,0,1,0,1,2,7,1,0,0,314,2000,76,1,1,2000,2000,0,0,0,0,0,0,16,70,1,0,0,0,0
1214,505939,0.04,0.96,5000,0.52,1,0.244,33,25,3,3590,0,17,57150,116,0.45,16700,6,12210,910,9,33,0,4,4,4,89,1140,2,0,0,2970,0,576,83,484,76,12,9,3,25,11,17,24,464,77,17,6,2,10,4,6,2,9,13,10,27,0,12,335,1700,73,6,6,3100,1700,5100,79,4,5,8400,4975,1,9,0,0,1,0,0
1215,1929168,0.04,0.96,0,0.77,0.73,0.341,16,15,4,12640,0,37,110190,217,0.55,27940,6,910,660,9,11,0,1,3,4,202764,980,5,0,980,12900,0,1628,87,637,81,9,5,4,12,2,3,9,601,76,16,14,0,8,5,3,0,0,3,28,9,0,0,356,1700,72,3,3,2200,1633,10300,78,5,5,27000,13800,27,122,1,0,0,0,0
1216,25181,0.02,0.98,2000,10.73,1,0.291,17,12,2,8950,0,21,128070,148,0.2,34600,7,1020,630,11,12,2,1,2,2,255,1860,4,0,220,2920,0,701,82,629,78,11,10,1,12,0,11,11,600,77,22,20,0,7,2,5,0,0,5,38,3,0,0,348,2000,74,5,6,3100,1540,6800,79,2,2,13800,9300,41,120,1,0,0,0,0
1217,500774,0.02,0.9,0,0.92,0.36,0.177,30,27,2,11370,0,21,77400,91,0.55,10750,9,150,1150,11,13,0,0,5,5,779950,600,3,0,0,4290,0,1827,83,645,70,9,6,3,12,5,7,9,616,74,16,15,0,10,4,6,1,1,6,21,6,1,0,351,1600,70,6,7,2900,1350,9100,83,4,4,11700,6925,5,7,1,0,0,0,0
1218,3750958,0.01,0.89,1000,0.78,0.73,0.261,20,20,4,27300,0,38,151670,162,0.35,44900,9,11320,1310,15,16,0,0,8,8,24,2180,3,0,2180,24020,0,1634,85,542,74,19,10,6,30,3,15,17,509,77,42,36,1,17,9,8,1,4,21,51,17,1,1,348,1800,73,8,8,2200,1350,8600,80,9,10,15000,7855,6,5,1,0,0,0,0
1219,2399491,0,0.57,0,0.84,1,0.2,21,16,3,17240,0,7,53390,42,0.5,28670,4,780,1570,10,19,0,2,2,2,0,1250,4,0,0,240,0,286,84,528,72,9,7,1,10,1,5,8,499,72,9,7,2,4,2,2,0,0,3,14,5,0,0,305,2400,74,2,2,2900,2200,1700,65,2,2,1800,1400,9,108,1,0,0,0,0
1220,2198637,0,0.74,0,4.8,0.49,0.45,29,27,2,800,0,18,337910,173,0.35,133870,8,18790,2150,6,17,0,0,2,2,1319,3050,5,0,3050,52190,0,1196,83,547,74,10,5,4,18,0,15,16,513,74,51,50,1,17,4,13,1,3,11,58,14,2,2,357,2000,74,13,16,3100,1815,3500,81,4,4,4800,3475,42,2,1,0,0,0,0
1221,3186639,0.01,0.84,400,3.78,0.76,0.138,35,27,5,15970,0,22,86560,77,0.35,14830,7,380,1890,11,19,0,1,1,2,582,3240,2,0,890,18520,0,946,86,607,81,8,3,2,11,3,8,8,575,75,9,9,1,5,3,2,1,3,6,13,0,2,0,343,3100,72,2,2,6000,3550,5600,80,3,3,13200,7000,13,7,1,0,0,0,0
1222,2037282,0.05,0.95,1000,1.41,0.84,0.6,15,11,4,11940,0,43,334320,362,0.4,56360,6,3470,640,6,15,1,3,9,9,288,2140,12,0,700,13040,0,1623,82,547,77,13,8,5,18,2,5,14,505,76,65,62,5,18,8,10,0,2,26,113,12,1,1,357,2100,73,10,10,3800,1670,10200,81,8,9,19800,8862,16,63,0,0,1,0,0
1223,1440608,0.01,0.99,0,2.09,0.95,0.322,13,11,2,3310,0,20,133460,136,0.4,15260,5,2310,1070,8,12,0,1,3,4,0,1540,3,0,1090,11310,0,719,84,539,76,11,7,2,15,5,11,15,504,74,29,29,2,8,3,5,0,1,4,35,6,0,0,342,2300,74,5,5,3600,1880,4700,75,3,3,7200,5200,14,47,1,0,0,0,0
1224,996098,0.04,0.96,3900,3.25,0.83,0.113,34,48,2,8710,0,19,32050,62,0.7,2680,8,1000,870,16,34,0,0,2,2,0,700,2,0,0,0,0,778,87,621,75,2,1,1,4,0,0,0,586,72,2,1,0,1,0,1,0,0,1,2,1,0,0,315,1100,72,1,1,1100,1100,0,0,0,0,0,0,284,123,0,0,1,0,0
1225,3413163,0,1,0,92.3,0.77,0.295,73,54,2,5050,0,24,22020,116,0.8,1400,6,10390,870,0,73,1,2,3,3,0,300,3,0,300,2140,0,1023,82,529,70,4,1,2,4,1,2,2,492,76,9,7,3,5,2,3,0,0,0,7,6,0,0,313,2000,74,3,4,2500,2133,6000,83,2,2,8400,5850,29,205,1,0,0,0,0
1226,3859829,0.01,0.99,0,1.38,0.31,0.107,130,108,3,12310,0,13,75300,34,0.7,11210,6,660,710,15,32,0,0,2,5,0,660,3,0,0,5910,0,1357,87,638,78,5,3,2,8,0,0,8,600,77,4,4,0,3,2,1,0,0,4,4,0,0,0,167,1400,76,1,1,1400,1400,4100,79,2,2,5400,3750,126,121,0,0,1,0,0
1227,3005665,0,0.98,2000,0.97,0.97,0.583,15,8,3,18520,0,33,486650,299,0.35,72760,4,8690,1440,14,15,1,2,6,6,436970,2630,6,0,0,27310,0,1100,82,538,74,13,8,5,13,2,7,7,484,77,61,47,4,22,7,15,1,4,33,63,65,1,5,354,2100,75,15,17,3300,1573,9500,80,7,9,27000,11400,22,-1,1,0,0,0,0
1228,2984385,0.05,0.95,0,0.88,1,0.733,11,5,3,20110,0,7,131600,154,0.5,43620,3,11090,250,9,11,0,1,3,3,252584,1110,51,0,1080,28500,0,282,82,531,83,5,2,1,6,1,2,2,493,77,28,27,1,12,1,11,0,0,10,30,6,0,0,354,2200,76,11,11,3300,2009,3600,78,1,1,3600,3600,17,128,1,0,0,0,0
1229,288165,0.01,0.65,6500,17.36,1,0.25,28,14,2,13450,0,4,23130,30,0.4,13690,2,5700,1540,11,28,1,1,2,2,50,2910,2,0,3850,7770,2,199,83,639,78,5,3,1,5,0,2,4,624,81,5,4,0,4,2,2,0,0,2,8,1,0,0,288,3300,79,2,2,4600,2800,24300,85,2,2,37800,24300,29,114,1,0,0,0,0
1230,740313,0.03,0.95,1000,0.95,1,0.475,11,10,3,13750,0,17,252740,195,0.4,43290,7,4220,1080,6,8,2,3,12,12,526940,1790,10,0,0,7000,0,578,87,583,76,6,3,3,7,1,2,4,572,77,56,43,7,20,8,12,1,1,23,74,52,1,1,347,2800,75,12,12,4900,2050,5800,79,8,10,20400,7575,1,20,1,0,0,0,0
1231,3357748,0.01,0.99,10000,1.22,0.96,0.261,28,20,1,14980,0,27,108070,167,0.35,34090,6,2690,860,7,13,2,1,5,5,5,2370,8,0,3290,26030,0,930,87,541,77,21,10,7,29,16,23,24,486,76,12,11,2,6,2,4,0,0,7,14,2,0,0,338,2100,77,4,4,2300,1925,1900,76,2,3,2400,1700,1,142,1,0,0,0,0
1232,1289773,0.01,0.94,2000,0.68,1,0.625,13,10,3,14780,0,20,617950,270,0.05,206240,9,5680,1160,4,5,8,0,21,21,34,4990,12,0,5720,53480,0,681,82,596,74,17,9,7,20,3,7,13,554,73,138,124,4,39,12,27,4,18,74,160,33,8,0,359,2600,72,27,29,5000,2059,8100,77,12,13,13800,6633,9,-1,0,0,1,0,0
1233,2936533,0.01,0.95,20000,1.36,0.71,0.636,24,14,1,62870,0,32,609250,305,0.45,95600,7,8080,1200,0,10,1,9,15,15,0,2640,9,0,980,40200,0,1446,82,533,77,14,11,3,21,6,8,14,480,73,113,82,14,31,9,22,1,17,62,98,217,0,8,358,2000,73,22,24,3000,1713,5000,77,9,10,7800,5400,3,26,0,0,1,0,0
1234,2421465,0.02,0.98,0,0.99,1,0.397,22,15,2,12340,0,21,215680,164,0.4,30150,7,9350,1070,11,12,0,5,8,8,487,1440,9,0,0,21260,0,702,83,543,76,22,13,7,29,9,16,18,490,74,57,48,2,12,1,11,0,4,20,58,39,0,1,355,2000,75,11,12,2700,1809,2400,65,1,1,2400,2400,1,45,1,0,0,0,0
1235,366286,0,1,0,2.21,0.54,0.397,30,12,2,10,0,20,226700,179,0.4,28110,7,4010,1280,1,30,0,1,4,4,0,1510,6,0,0,8160,0,1195,88,538,75,6,5,0,6,1,2,2,479,75,48,40,8,13,9,4,0,1,10,58,16,0,0,348,2900,72,4,4,4000,2775,10500,78,9,10,23400,10900,22,68,1,0,0,0,0
1236,699303,0.01,0.98,400,0.87,0.76,0.463,30,25,3,156780,0,19,564620,214,0.25,298870,9,10890,1080,6,21,5,2,12,12,191,6160,18,0,0,37730,0,830,92,534,79,14,8,5,19,1,4,17,515,75,28,23,6,16,3,13,1,1,15,31,16,0,1,359,2200,74,13,13,3300,1969,9000,81,3,3,10800,9000,0,15,1,0,0,0,0
1237,1412198,0.01,0.99,600,0.19,1,0.233,27,24,3,13020,0,12,81500,84,0.7,21070,8,210,930,24,24,0,1,6,6,0,430,5,0,0,13870,0,440,84,629,76,10,6,4,10,3,5,7,600,73,11,10,0,7,1,6,0,0,4,7,2,0,0,350,1900,72,6,6,3000,1566,1000,80,1,1,1000,1000,26,128,1,0,0,0,0
1238,1895922,0.01,0.51,1000,0.25,0.86,0.925,15,5,2,366090,0,24,476910,477,0.05,112490,6,268070,2180,8,8,1,2,4,10,2,13290,15,0,1590,22620,0,915,82,611,79,16,10,5,28,3,15,21,582,74,34,33,5,15,3,12,3,4,12,34,4,3,0,351,2500,74,12,12,5200,2383,9800,79,3,3,13200,8933,18,5,0,0,0,1,0
1239,1798736,0,1,4000,2.21,1,0.263,32,17,3,11700,0,20,112750,139,0.35,21860,7,2980,1290,9,29,0,3,3,3,79079,2420,3,0,770,17490,0,680,85,558,80,10,2,5,13,5,7,11,473,75,29,20,3,14,4,10,2,7,17,23,24,3,0,354,2300,74,10,13,4700,2150,8400,83,4,5,20400,7550,20,22,1,0,0,0,0
1240,3164883,0.01,0.76,0,1.07,0.33,0.203,58,32,3,14560,0,22,121150,77,0.5,15400,7,4870,1710,16,18,0,1,4,6,0,1190,5,0,0,11840,0,2080,82,657,75,19,10,6,29,11,17,26,638,77,16,13,0,12,7,5,4,4,8,20,7,7,0,301,1400,72,5,5,2300,1120,17200,79,7,8,38400,10942,-2,0,1,0,0,0,0
1241,2071919,0.02,0.98,100,0.83,0.84,0.441,11,10,4,16440,0,21,157280,178,0.4,25710,5,1410,900,11,11,0,5,5,5,0,2020,4,0,290,8410,0,836,82,544,73,8,6,1,10,0,5,6,503,77,41,30,4,12,5,7,0,2,13,41,53,0,1,356,2300,75,7,7,3200,2242,6600,78,5,5,15600,6800,31,31,1,0,0,0,0
1242,2265502,0.03,0.97,0,18.35,1,0.103,31,31,3,9500,0,10,16760,31,0.6,4970,7,1940,880,6,28,1,1,3,4,0,1030,2,0,120,6520,0,391,88,620,76,5,3,2,5,2,2,3,587,77,3,3,0,2,2,0,0,0,1,7,3,0,0,331,0,0,0,0,0,0,2800,77,2,2,3900,3150,16,143,1,0,0,0,0
1243,91473,0.01,0.99,4200,1.24,0.82,0.558,11,9,3,20060,0,23,482290,265,0.4,61740,6,9450,1390,11,11,0,2,7,7,27,950,6,0,1620,36360,0,928,83,548,77,17,11,5,21,6,12,19,498,76,72,60,9,26,6,20,0,2,20,75,39,3,0,357,2400,75,20,20,4100,1775,5700,77,6,7,19800,7833,1,44,1,0,0,0,0
1244,703931,0.11,0.67,3000,1.53,1,0.269,18,15,1,3800,0,15,110850,117,0.65,5080,9,380,570,9,17,0,0,2,2,323,350,15,0,140,3670,0,533,87,631,82,3,3,0,4,1,1,1,603,77,6,6,0,4,2,2,0,0,2,7,0,0,0,307,3100,74,2,2,4100,2950,11700,82,2,2,16800,12000,11,121,1,0,0,0,0
1245,3528197,0.01,0.78,500,1.02,0.88,0.408,59,25,2,18310,0,37,339050,248,0.45,46000,9,2290,1300,4,8,1,9,9,9,137374,1150,33,0,860,68240,0,1335,96,502,71,14,10,4,23,0,0,7,430,76,55,38,12,18,5,13,0,7,33,64,71,0,0,277,1700,74,13,15,2800,1692,7600,79,5,5,14400,8100,96,45,1,0,0,0,0
1246,1504969,0,0.62,0,1,0.95,0.184,65,68,1,16800,0,21,141970,85,0.95,6070,9,4190,1710,0,65,0,0,2,6,0,70,5,0,0,53160,0,725,87,608,81,1,1,0,1,0,1,1,585,75,9,9,0,3,0,3,0,0,2,9,0,0,0,326,1400,75,3,3,2000,1233,0,0,0,0,0,0,62,168,1,0,0,0,0
1247,1901287,0.01,0.74,0,0.46,0.71,0.352,17,15,3,7040,0,22,191130,150,0.2,75050,9,6630,1430,7,9,0,1,9,12,179,2860,6,0,3050,13360,0,1023,82,546,80,9,4,4,16,1,5,14,510,75,19,17,3,10,5,5,0,1,11,35,6,0,2,308,2300,72,5,5,3700,2180,10500,78,5,6,14400,7580,9,55,0,0,1,0,0
1248,545351,0.03,0.94,1000,1.26,0.44,0.827,9,7,2,39620,0,36,820940,405,0.2,94650,6,18890,1080,3,4,0,2,10,10,94532,2870,9,0,1070,29170,0,2553,82,652,77,14,8,5,19,1,8,16,633,77,66,60,0,28,10,18,1,3,25,110,13,0,1,357,2400,78,18,19,5100,2122,5500,78,10,12,28800,8390,24,7,1,0,0,0,0
1249,1535668,0.03,0.97,200,1.01,1,0.297,24,19,3,15070,0,14,98920,112,0.7,11120,6,570,830,22,24,0,2,7,7,69916,520,5,0,470,6640,0,475,86,539,79,4,4,0,4,0,1,3,484,80,34,26,4,10,2,8,1,2,13,36,22,0,1,345,2000,79,8,9,2800,1800,6000,79,2,2,7200,4100,71,25,1,0,0,0,0
1250,2128565,0,0.29,0,0.51,0.61,0.58,9,9,4,125430,0,28,1404430,277,0.3,125700,8,49490,3470,7,8,2,4,21,21,604054,2570,12,0,1260,56400,0,1451,82,655,74,19,11,6,33,8,18,25,638,76,65,58,0,25,6,19,1,6,27,56,14,2,1,355,2000,75,19,20,6900,1842,4700,80,6,7,9600,5066,12,1,1,0,0,0,0
1251,2012736,0.01,0.85,2600,6.42,1,0.752,7,9,4,47750,0,21,811740,340,0.05,208810,6,3070,1310,5,5,5,1,6,6,16,23600,10,0,42130,104940,0,704,82,531,79,16,10,3,20,3,14,15,506,75,78,71,1,23,6,17,1,4,25,89,19,1,0,349,2500,74,17,18,4300,2041,9300,78,6,7,18000,8466,9,21,1,0,0,0,0
1252,313879,0.01,0.99,2000,0.15,0.59,0.377,13,12,3,11770,0,42,228260,219,0.2,36360,6,2510,1160,6,10,1,2,3,3,203766,2740,4,0,720,9170,0,2236,82,652,74,2,1,1,3,1,1,1,633,79,20,14,0,9,7,2,2,2,10,22,12,1,1,352,1600,78,2,2,1600,1600,10900,80,7,8,13800,8371,20,4,1,0,0,0,0
1253,3007498,0.01,0.99,2000,0.77,0.94,0.475,23,19,2,12750,0,32,268550,323,0.55,15050,6,6310,970,19,23,0,1,7,7,97941,810,8,0,210,6180,0,1101,88,541,66,8,4,3,9,0,1,1,484,75,72,59,14,24,8,16,0,3,25,64,28,0,0,358,2000,72,16,17,3800,1668,8100,82,8,9,13800,6650,63,55,1,0,0,0,0
1254,684953,0.01,0.86,500,0.5,1,0.527,14,11,4,56160,0,15,318350,214,0.2,50710,6,63140,1400,8,9,1,2,3,3,33,3150,6,0,0,0,0,512,82,651,76,9,6,3,11,0,7,9,623,79,20,18,0,9,6,3,2,3,10,39,7,1,2,347,1400,81,3,3,3100,1666,10600,78,6,7,16800,9050,33,5,1,0,0,0,0
1255,2384575,0,1,1000,1.33,0.86,0.372,31,35,3,7250,0,19,129680,141,1,9220,6,50,1220,0,31,0,5,9,9,0,0,3,0,0,5800,0,726,89,553,73,21,12,6,32,14,23,28,463,75,38,31,7,14,4,10,0,2,11,36,22,0,0,347,2100,73,10,11,2900,1840,8200,79,4,4,13200,4825,4,55,1,0,0,0,0
1256,3442929,0.01,0.55,3000,1.86,0.84,0.2,29,28,2,11500,0,16,76360,66,1,11570,7,100,1640,0,25,0,1,3,3,0,0,4,0,0,3600,0,636,84,641,72,18,11,3,24,12,18,23,615,73,21,18,0,13,4,9,1,3,7,30,13,2,0,294,1100,72,9,11,1600,1033,9400,75,4,4,27600,11100,4,7,1,0,0,0,0
1257,127918,0.01,0.94,1300,0.19,1,0.647,9,8,4,8510,0,21,800610,348,0.2,72880,7,10530,1400,5,9,6,0,3,4,20,10650,9,0,4040,11300,0,711,82,538,74,14,8,5,22,3,7,16,494,75,100,90,1,26,12,14,2,2,33,110,30,0,4,354,2500,73,14,14,5000,1957,17300,80,12,12,20700,10116,12,5,1,0,0,0,0
1258,3457583,0.01,0.99,0,1.1,0.67,0.366,22,17,2,13070,0,24,131490,149,0.75,26040,7,1600,1120,0,22,0,0,9,9,0,500,5,0,0,9140,0,1169,91,553,80,15,5,7,26,11,20,23,502,77,45,37,5,17,6,11,1,2,18,47,27,1,0,348,2100,74,11,11,4100,1972,4200,81,6,7,8400,4550,1,21,1,0,0,0,0
1259,122009,0,0.99,0,4.17,0.89,0.536,23,11,3,35650,0,33,568780,317,0.5,38580,5,730,1250,4,23,0,2,7,7,393053,1210,15,0,1010,75720,0,1190,89,541,76,23,11,8,29,6,10,15,511,77,89,73,2,34,11,23,2,7,34,125,50,5,3,341,2100,76,23,25,5500,1886,6100,79,11,12,14400,7045,23,10,1,0,0,0,0
1260,1848954,0.01,0.44,500,0.96,0.64,0.236,44,17,3,15650,0,18,125870,98,0.25,11320,10,280,2080,11,20,0,0,0,4,134,2860,2,0,0,4850,0,911,82,625,77,5,3,2,6,0,3,6,601,78,3,3,0,2,1,1,0,0,2,2,0,0,0,245,2800,70,1,1,2800,2800,1500,82,1,1,1500,1500,37,176,0,0,1,0,0
1261,819223,0.01,0.99,2500,0.53,0.76,0.319,34,26,3,10980,0,25,74620,163,0.55,14010,7,2100,1170,8,30,0,0,0,1,1192522,1050,2,0,610,1510,0,1066,82,613,82,3,2,1,4,2,2,3,583,76,4,4,0,3,2,1,0,0,1,6,0,0,0,347,1200,76,1,1,1200,1200,16700,76,2,2,22800,12000,21,151,0,0,1,0,0
1262,2110334,0,0.91,0,0.59,0.71,0.436,13,12,2,1540,0,17,233690,163,0.3,31830,4,2650,1120,11,12,1,0,1,1,2038918,2240,5,0,1020,34710,0,787,83,646,75,8,5,1,8,1,5,5,611,75,60,60,0,9,3,6,1,6,11,73,2,1,0,360,1700,75,6,8,2200,1483,5900,75,3,3,7200,5300,30,23,1,0,0,0,0
1263,2938519,0.03,0.97,300,0.78,0.7,0.48,14,12,3,11970,0,26,250070,205,0.35,46320,6,6060,1060,12,12,1,2,6,6,79488,1460,4,0,2100,32020,0,1201,82,531,78,21,8,8,29,5,13,19,473,78,46,38,7,19,6,13,0,1,18,46,28,2,1,318,2200,77,13,13,3200,1846,6100,78,6,8,14400,8600,9,35,1,0,0,0,0
1264,516471,0,0.64,2000,1.07,0.59,0.302,19,18,3,15360,0,20,130140,129,0.25,28530,6,1380,1320,5,19,1,2,6,6,0,6400,3,0,6400,43360,0,1109,86,543,72,7,3,3,11,4,8,9,506,76,12,11,1,6,3,3,2,3,4,20,1,1,1,360,2300,74,3,3,3000,2233,18400,78,3,4,24000,16200,5,10,1,0,0,0,0
1265,1864276,0.01,0.87,10000,1.04,0.89,0.833,7,7,3,15630,0,39,1076970,548,0.2,137520,7,14960,1590,4,7,2,5,12,12,257972,2520,8,0,1680,78510,0,1420,86,555,77,13,10,2,19,8,15,16,531,75,109,100,4,35,11,24,4,6,40,125,36,3,1,360,2100,74,24,25,5300,2020,8600,79,11,13,20400,9472,5,11,1,0,0,0,0
1266,1517312,0.02,0.9,0,1.06,0.34,0.391,17,10,2,17970,0,20,184260,168,0.4,59270,8,1970,1120,9,17,0,2,4,4,57,2140,8,0,0,13930,0,1849,89,594,75,14,4,6,25,5,6,12,555,75,46,39,3,19,5,14,1,1,18,47,22,1,1,348,1800,73,14,14,2500,1571,6400,81,5,5,9000,6840,23,15,1,0,0,0,0
1267,2057139,0.01,0.91,600,1.09,0.72,0.357,43,17,1,5420,0,23,86020,193,1,1390,6,16240,1530,0,43,0,0,1,1,0,0,2,0,0,13180,0,1080,115,631,84,8,6,2,12,5,8,12,615,77,11,10,1,5,3,2,0,1,3,16,4,0,0,360,2300,77,2,3,2700,2400,13700,77,3,3,18000,13800,17,74,0,0,1,0,0
1268,664232,0.01,0.99,200,0.69,0.7,0.194,29,21,2,9100,0,21,103570,96,0.45,18150,8,1910,1590,14,14,0,0,2,3,196887,1280,2,0,1280,21160,0,988,86,626,78,9,3,2,10,6,7,10,592,72,7,7,0,5,2,3,0,0,5,14,0,0,0,199,1700,70,3,3,2400,1433,5200,76,2,2,9600,5400,11,136,1,0,0,0,0
1269,2369004,0.01,0.66,2000,2.31,1,0.227,59,42,2,25390,0,12,133450,82,0.45,9130,7,3260,980,14,17,0,1,2,7,0,1210,3,0,1170,38060,0,431,84,550,79,14,4,5,18,4,9,10,489,76,24,15,6,14,5,9,0,1,7,18,25,1,0,346,2000,73,9,10,4500,2000,23300,80,5,6,46800,21900,23,64,0,0,1,0,0
1270,1508089,0.01,0.99,8800,0.48,0.89,0.466,14,11,3,210,0,33,235970,209,0.3,26010,7,9200,1200,9,10,0,4,5,5,0,3430,4,0,580,6580,0,1203,87,518,79,11,3,6,16,4,8,12,475,74,40,35,2,14,8,6,0,3,13,44,15,0,2,350,2600,67,6,7,5900,1600,5500,81,8,9,9600,4662,8,55,0,0,1,0,0
1271,1861699,0.01,0.98,1000,1.01,1,0.616,9,10,1,21540,0,13,431910,229,0.35,61250,7,13480,1370,6,7,0,1,18,18,347621,2060,8,0,0,24820,0,458,82,546,79,12,4,7,18,7,8,12,504,77,74,65,5,21,6,15,0,2,24,67,51,0,0,357,2400,77,15,17,5100,2253,5600,80,6,7,14400,6200,1,49,1,0,0,0,0
1272,2496464,0.02,0.98,200,1.2,0.9,0.388,15,15,2,7370,0,18,179850,163,0.35,25070,7,1190,960,9,15,0,2,4,4,71358,1540,6,0,1290,22150,0,676,86,550,80,6,3,2,6,0,3,6,490,76,52,51,2,16,5,11,3,6,20,71,12,4,0,350,1700,75,11,11,2700,1663,3500,76,5,6,7800,4620,85,11,1,0,0,0,0
1273,2924066,0.01,0.99,4000,1.23,0.89,0.213,28,18,2,12720,0,32,101620,147,0.55,27680,7,1960,1080,4,17,1,0,1,1,0,1070,3,0,230,4500,0,1165,97,544,69,3,2,1,3,0,1,1,510,73,14,13,1,7,4,3,0,2,9,15,3,0,0,292,2200,67,3,3,3000,2033,10400,81,4,5,21600,8000,84,56,1,0,0,0,0
1274,658182,0.03,0.95,0,0.8,0.45,0.505,11,11,4,13640,0,38,375210,278,0.45,36140,8,6520,1150,11,11,0,6,6,6,341572,1280,5,0,190,41590,0,2651,82,516,76,15,8,5,22,1,7,10,500,74,77,63,8,24,12,12,2,5,32,126,50,3,3,354,1900,72,12,13,3100,1466,6300,75,12,14,21600,6150,14,8,1,0,0,0,0
1275,1038350,0.03,0.97,2000,1.18,1,0.563,10,8,3,14580,0,20,281980,247,0.35,66420,7,2600,940,8,10,0,1,8,8,24,1480,9,0,450,12580,0,678,82,538,75,19,9,9,26,7,12,18,490,76,61,56,4,24,9,15,0,1,23,84,25,5,2,356,2200,75,15,15,3300,1806,3900,79,9,11,13800,4611,9,67,0,0,1,0,0
1276,404477,0.01,0.92,500,1.89,0.62,0.155,38,28,1,10650,0,23,118400,105,0.8,7360,7,1080,1120,19,31,0,1,1,1,0,200,2,0,0,0,0,1192,82,619,75,6,3,2,6,5,5,6,590,75,7,7,0,4,1,3,0,0,1,8,0,0,0,318,4000,74,3,3,4800,2900,6900,80,1,1,6900,6900,4,135,0,0,1,0,0
1277,3339025,0,0.9,0,0.87,1,0.363,31,30,2,20460,0,12,158810,131,0.55,26130,7,1200,1780,0,31,0,0,4,4,0,1580,4,0,0,27270,0,439,82,651,76,20,9,6,29,14,21,22,618,77,41,33,0,17,7,10,1,1,16,46,22,3,0,350,2100,76,10,12,5000,1940,18000,79,7,7,61200,18600,12,6,1,0,0,0,0
1278,1402284,0.02,0.92,400,1.37,0.88,0.716,17,7,4,11120,0,46,334330,390,0.5,41240,8,2310,400,13,17,0,6,7,7,406533,1050,10,0,610,30510,0,1653,82,546,78,14,6,5,18,5,8,13,491,76,87,75,19,31,10,21,1,3,38,87,77,3,1,358,1900,75,21,22,2900,1690,3800,79,10,11,17400,5110,20,17,1,0,0,0,0
1279,466899,0.01,0.93,900,0.42,0.39,0.436,13,12,2,23820,0,16,236160,165,0.35,53620,8,100,1210,8,13,1,4,5,5,218437,2630,6,0,840,29710,0,1328,82,603,74,22,12,8,29,11,18,20,572,75,79,68,5,22,5,17,5,9,35,82,33,6,2,348,2400,74,17,18,4800,1782,6300,80,5,6,25200,10440,4,-2,1,0,0,0,0
